Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
tr|A0A075B5P4|A0A075B5P4_MOUSE	A0A075B5P4	A0A075B5P4_MOUSE	Ighg1	324	Mus musculus	Immunoglobulin heavy constant gamma 1 (G1m marker) (Fragment)	1:Experimental evidence at protein level	5.56	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			tr|A0A0A6YWR2|A0A0A6YWR2_MOUSE
tr|A0A087WNU6|A0A087WNU6_MOUSE	A0A087WNU6	A0A087WNU6_MOUSE	Lrrfip1	575	Mus musculus	Leucine rich repeat (in FLII) interacting protein 1 (Fragment)	1:Experimental evidence at protein level	1.74	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			tr|G5E8E1|G5E8E1_MOUSE
tr|A0A087WPF8|A0A087WPF8_MOUSE	A0A087WPF8	A0A087WPF8_MOUSE	Abhd14b	174	Mus musculus	Abhydrolase domain containing 14b (Fragment)	1:Experimental evidence at protein level	6.32	1.0000	0.9988	1	0	1	1	0	1	     0	     0	     0			tr|A0A087WSR2|A0A087WSR2_MOUSE, tr|E9QN99|E9QN99_MOUSE
tr|A0A0A6YX73|A0A0A6YX73_MOUSE	A0A0A6YX73	A0A0A6YX73_MOUSE	Prkar2a	380	Mus musculus	Protein kinase, cAMP dependent regulatory, type II alpha	1:Experimental evidence at protein level	57.37	1.0000	0.9990	20	0	20	36	0	36	     0	     0	     0	14M(15.9949), 1C(57.0214), 4C(57.0214), 5C(57.0214), 9M(15.9949)		tr|Q8K1M3|Q8K1M3_MOUSE
tr|A0A0A6YXD3|A0A0A6YXD3_MOUSE	A0A0A6YXD3	A0A0A6YXD3_MOUSE	Ndufs2	145	Mus musculus	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (Fragment)	1:Experimental evidence at protein level	44.83	1.0000	0.9990	6	0	0	10	0	0	     0	     0	     0			
tr|A0A0A6YY53|A0A0A6YY53_MOUSE	A0A0A6YY53	A0A0A6YY53_MOUSE	Ighg2c	335	Mus musculus	Immunoglobulin heavy constant gamma 2C (Fragment)	1:Experimental evidence at protein level	18.51	1.0000	0.9990	4	0	4	8	0	8	     0	     0	     0	13M(15.9949), 8C(57.0214)		tr|F6TQW2|F6TQW2_MOUSE
tr|A0A0G2JEX1|A0A0G2JEX1_MOUSE	A0A0G2JEX1	A0A0G2JEX1_MOUSE	Nexn	671	Mus musculus	Nexilin	1:Experimental evidence at protein level	14.90	1.0000	0.9990	8	0	8	9	0	9	     0	     0	     0	8C(57.0214)		
tr|A0A0J9YKD4|A0A0J9YKD4_MOUSE	A0A0J9YKD4	A0A0J9YKD4_MOUSE	Ckm	312	Mus musculus	creatine kinase	1:Experimental evidence at protein level	95.51	1.0000	0.9990	50	3	3	1278	31	31	     0	     0	     0	1M(15.9949), 4C(57.0214), 5C(156.1151)		
tr|A0A0N4SVK8|A0A0N4SVK8_MOUSE	A0A0N4SVK8	A0A0N4SVK8_MOUSE	Adprhl1	1697	Mus musculus	ADP-ribosylhydrolase like 1	1:Experimental evidence at protein level	1.59	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0			
tr|A0A0R4J050|A0A0R4J050_MOUSE	A0A0R4J050	A0A0R4J050_MOUSE	Acy1	408	Mus musculus	N-acyl-aliphatic-L-amino acid amidohydrolase	1:Experimental evidence at protein level	19.36	1.0000	0.9990	5	0	5	6	0	6	     0	     0	     0	2C(57.0214)		
tr|A0A0R4J078|A0A0R4J078_MOUSE	A0A0R4J078	A0A0R4J078_MOUSE	Ubxn4	506	Mus musculus	UBX domain protein 4	1:Experimental evidence at protein level	2.77	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0	5C(57.0214)		
tr|A0A0R4J083|A0A0R4J083_MOUSE	A0A0R4J083	A0A0R4J083_MOUSE	Acadl	430	Mus musculus	Long-chain specific acyl-CoA dehydrogenase, mitochondrial	1:Experimental evidence at protein level	38.84	1.0000	0.9990	19	0	19	55	0	55	     0	     0	     0	12M(15.9949), 15M(15.9949), 1C(57.0214), 4C(57.0214), 6C(57.0214), 6M(15.9949), 7M(15.9949)		
tr|A0A0R4J094|A0A0R4J094_MOUSE	A0A0R4J094	A0A0R4J094_MOUSE	Fahd2a	313	Mus musculus	Fumarylacetoacetate hydrolase domain containing 2A	1:Experimental evidence at protein level	36.42	1.0000	0.9990	7	1	7	8	1	8	     0	     0	     0	12C(57.0214), 3C(57.0214), 7C(57.0214)		
tr|A0A0R4J0I1|A0A0R4J0I1_MOUSE	A0A0R4J0I1	A0A0R4J0I1_MOUSE	Serpina3k	418	Mus musculus	Serine (or cysteine) peptidase inhibitor, clade A, member 3K	1:Experimental evidence at protein level	41.39	1.0000	0.9990	19	5	19	63	17	63	     0	     0	     0	1M(15.9949), 2M(15.9949), 6C(57.0214), 9C(57.0214)		
tr|A0A0U1RP93|A0A0U1RP93_MOUSE	A0A0U1RP93	A0A0U1RP93_MOUSE	Mylpf	149	Mus musculus	Myosin light chain, phosphorylatable, fast skeletal muscle	1:Experimental evidence at protein level	99.33	1.0000	0.9990	26	0	1	299	0	3	     0	     0	     0			
tr|A0A1B0GRA5|A0A1B0GRA5_MOUSE	A0A1B0GRA5	A0A1B0GRA5_MOUSE	Stim1	793	Mus musculus	Stromal interaction molecule 1	1:Experimental evidence at protein level	16.27	1.0000	0.9990	11	1	11	13	1	13	     0	     0	     0	19C(57.0214)		
tr|A0A1B0GRV0|A0A1B0GRV0_MOUSE	A0A1B0GRV0	A0A1B0GRV0_MOUSE	Bpnt1	323	Mus musculus	3'(2'), 5'-bisphosphate nucleotidase 1	1:Experimental evidence at protein level	20.43	1.0000	0.9990	5	0	0	6	0	0	     0	     0	     0			
tr|A0A1B0GRY8|A0A1B0GRY8_MOUSE	A0A1B0GRY8	A0A1B0GRY8_MOUSE	Tnni2	172	Mus musculus	Troponin I, skeletal, fast 2 (Fragment)	1:Experimental evidence at protein level	54.07	1.0000	0.9990	16	2	2	93	3	3	     0	     0	     0			
tr|A0A1B0GSX6|A0A1B0GSX6_MOUSE	A0A1B0GSX6	A0A1B0GSX6_MOUSE	Pdlim3	364	Mus musculus	PDZ and LIM domain 3	1:Experimental evidence at protein level	62.64	1.0000	0.9990	15	4	15	26	7	26	     0	     0	     0	11C(57.0214), 12C(57.0214), 13C(57.0214), 4C(57.0214), 6C(57.0214), 7C(57.0214), 9C(57.0214)		
tr|A0A1D5RLD8|A0A1D5RLD8_MOUSE	A0A1D5RLD8	A0A1D5RLD8_MOUSE	Gm10358	333	Mus musculus	Glyceraldehyde-3-phosphate dehydrogenase	1:Experimental evidence at protein level	89.19	1.0000	0.9990	32	1	1	882	2	2	     0	     0	     0	13C(57.0214)		
tr|A0A1L1SQ51|A0A1L1SQ51_MOUSE	A0A1L1SQ51	A0A1L1SQ51_MOUSE	Tln2	2544	Mus musculus	Talin 2	1:Experimental evidence at protein level	0.43	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			tr|E9PUM4|E9PUM4_MOUSE
tr|A0A1W2P7G5|A0A1W2P7G5_MOUSE	A0A1W2P7G5	A0A1W2P7G5_MOUSE	Coq10a	217	Mus musculus	Coenzyme Q10A	1:Experimental evidence at protein level	30.41	1.0000	0.9990	6	0	6	7	0	7	     0	     0	     0	6C(57.0214)		tr|A0A1W2P7J1|A0A1W2P7J1_MOUSE
tr|A0A1Y7VMW4|A0A1Y7VMW4_MOUSE	A0A1Y7VMW4	A0A1Y7VMW4_MOUSE	Actn2	192	Mus musculus	Actinin alpha 2 (Fragment)	1:Experimental evidence at protein level	58.85	1.0000	0.9955	9	1	1	15	1	1	     0	     0	     0	8H(156.1151)		
tr|A0A2R8VHF9|A0A2R8VHF9_MOUSE	A0A2R8VHF9	A0A2R8VHF9_MOUSE	Myh11	1938	Mus musculus	Myosin, heavy polypeptide 11, smooth muscle	1:Experimental evidence at protein level	3.04	1.0000	0.9990	4	0	2	4	0	2	     0	     0	     0			tr|A0A338P6K2|A0A338P6K2_MOUSE, tr|E9QPE7|E9QPE7_MOUSE
tr|A0A2R8VJW0|A0A2R8VJW0_MOUSE	A0A2R8VJW0	A0A2R8VJW0_MOUSE	Aco2	62	Mus musculus	Aconitase 2, mitochondrial (Fragment)	1:Experimental evidence at protein level	43.55	1.0000	0.9990	3	0	0	14	0	0	     0	     0	     0			
tr|A0A3B2WBL1|A0A3B2WBL1_MOUSE	A0A3B2WBL1	A0A3B2WBL1_MOUSE	Rpl10a	216	Mus musculus	Ribosomal protein	1:Experimental evidence at protein level	24.07	1.0000	0.9990	4	0	4	6	0	6	     0	     0	     0	12C(57.0214), 4C(57.0214), 7M(15.9949)		tr|Q5XJF6|Q5XJF6_MOUSE
tr|A0A3Q4EBK4|A0A3Q4EBK4_MOUSE	A0A3Q4EBK4	A0A3Q4EBK4_MOUSE	Bin1	410	Mus musculus	Bridging integrator 1	1:Experimental evidence at protein level	67.32	1.0000	0.9990	22	0	22	131	0	131	     0	     0	     0	10M(15.9949), 12C(57.0214), 22M(15.9949), 4C(57.0214), 5C(57.0214), 5M(15.9949), 7C(57.0214), 8M(15.9949), 9M(15.9949)		
tr|A0A571BD03|A0A571BD03_MOUSE	A0A571BD03	A0A571BD03_MOUSE	Prr33	440	Mus musculus	Proline rich 33	1:Experimental evidence at protein level	9.55	1.0000	0.9990	3	1	3	3	1	3	     0	     0	     0			
tr|A0A571BEC9|A0A571BEC9_MOUSE	A0A571BEC9	A0A571BEC9_MOUSE	Plin4	1601	Mus musculus	Perilipin 4	1:Experimental evidence at protein level	17.05	1.0000	0.9990	6	0	6	8	0	8	     0	     0	     0			
tr|A0A571BF46|A0A571BF46_MOUSE	A0A571BF46	A0A571BF46_MOUSE	Neb	7488	Mus musculus	Nebulin	1:Experimental evidence at protein level	17.45	1.0000	0.9990	90	0	90	118	0	118	     0	     0	     0	10M(15.9949), 1M(15.9949), 2C(57.0214), 2M(15.9949), 3C(57.0214), 6C(57.0214), 9C(57.0214)		tr|A0A571BF58|A0A571BF58_MOUSE
tr|A0A571BG24|A0A571BG24_MOUSE	A0A571BG24	A0A571BG24_MOUSE	Limch1	1511	Mus musculus	LIM and calponin homology domains 1	1:Experimental evidence at protein level	1.13	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
tr|A0A5F8MPM4|A0A5F8MPM4_MOUSE	A0A5F8MPM4	A0A5F8MPM4_MOUSE	Mpz	312	Mus musculus	Myelin protein P0	1:Experimental evidence at protein level	16.67	1.0000	0.9990	5	0	5	11	0	11	     0	     0	     0	8M(15.9949)		tr|E9QK82|E9QK82_MOUSE
tr|A0A5F8MQ58|A0A5F8MQ58_MOUSE	A0A5F8MQ58	A0A5F8MQ58_MOUSE	Prx	1525	Mus musculus	Periaxin (Fragment)	1:Experimental evidence at protein level	21.77	1.0000	0.9990	18	0	18	27	0	27	     0	     0	     0			
tr|A0A5K1VVQ9|A0A5K1VVQ9_MOUSE	A0A5K1VVQ9	A0A5K1VVQ9_MOUSE	Ttn	35390	Mus musculus	Titin	1:Experimental evidence at protein level	1.81	1.0000	0.9990	48	0	48	82	0	82	     0	     0	     0	11C(57.0214), 13M(15.9949), 20C(57.0214), 24C(57.0214), 3C(57.0214), 4M(15.9949), 5M(15.9949), 6C(57.0214), 7M(15.9949), 9C(57.0214)		
tr|A0A668KL51|A0A668KL51_MOUSE	A0A668KL51	A0A668KL51_MOUSE	Idh3b	380	Mus musculus	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	1:Experimental evidence at protein level	55.00	1.0000	0.9990	20	1	20	78	2	78	     0	     0	     0	10C(57.0214), 10M(15.9949), 15M(15.9949), 20M(15.9949), 5M(15.9949), 8M(15.9949), 9C(57.0214), 9M(15.9949)		
tr|A0A668KL65|A0A668KL65_MOUSE	A0A668KL65	A0A668KL65_MOUSE	Sorbs1	1005	Mus musculus	Sorbin and SH3 domain containing 1 (Fragment)	1:Experimental evidence at protein level	1.79	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0			
tr|A0A7N9VR94|A0A7N9VR94_MOUSE	A0A7N9VR94	A0A7N9VR94_MOUSE	Ahnak2	3501	Mus musculus	AHNAK nucleoprotein 2	1:Experimental evidence at protein level	15.28	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
tr|A1BN54|A1BN54_MOUSE	A1BN54	A1BN54_MOUSE	Actn1	887	Mus musculus	Actinin, alpha 1	1:Experimental evidence at protein level	21.76	1.0000	0.9990	18	0	5	26	0	7	     0	     0	     0			
tr|A2A4P4|A2A4P4_MOUSE	A2A4P4	A2A4P4_MOUSE	Gm27029	543	Mus musculus	Predicted gene, 27029	3:Protein inferred from homology	12.71	1.0000	0.9990	5	0	5	7	0	7	     0	     0	     0	4C(57.0214)		
tr|A2A542|A2A542_MOUSE	A2A542	A2A542_MOUSE	Cacnb1	477	Mus musculus	Voltage-dependent L-type calcium channel subunit beta-1	1:Experimental evidence at protein level	75.47	1.0000	0.9990	28	1	28	59	2	59	     0	     0	     0	13M(15.9949), 2M(15.9949), 3C(57.0214), 7M(15.9949)		
tr|A2A7S7|A2A7S7_MOUSE	A2A7S7	A2A7S7_MOUSE	Yars	564	Mus musculus	Tyrosine--tRNA ligase	1:Experimental evidence at protein level	13.83	1.0000	0.9990	7	0	7	9	0	9	     0	     0	     0	6C(57.0214)		
tr|A2AEX8|A2AEX8_MOUSE	A2AEX8	A2AEX8_MOUSE	Fhl1	296	Mus musculus	Four and a half LIM domains 1	1:Experimental evidence at protein level	62.16	1.0000	0.9990	16	0	16	34	0	34	     0	     0	     0	10C(57.0214), 11C(57.0214), 13C(57.0214), 14C(57.0214), 16C(57.0214), 18C(57.0214), 19C(57.0214), 1C(57.0214), 21C(57.0214), 24C(57.0214), 2C(57.0214), 3C(57.0214), 5C(57.0214), 6C(57.0214), 8C(57.0214), 9C(57.0214)		
tr|A2AIM4|A2AIM4_MOUSE	A2AIM4	A2AIM4_MOUSE	Tpm2	284	Mus musculus	Tropomyosin 2, beta	1:Experimental evidence at protein level	66.55	1.0000	0.9990	30	0	0	87	0	0	     0	     0	     0			
tr|A2AJP9|A2AJP9_MOUSE	A2AJP9	A2AJP9_MOUSE	Pdp1	563	Mus musculus	Pyruvate dehydrogenase phosphatase catalytic subunit 1	1:Experimental evidence at protein level	27.71	1.0000	0.9990	11	0	11	15	0	15	     0	     0	     0	5C(57.0214), 9C(57.0214)		tr|A2AJQ0|A2AJQ0_MOUSE
tr|A2AKU9|A2AKU9_MOUSE	A2AKU9	A2AKU9_MOUSE	Atp5c1	297	Mus musculus	ATP synthase subunit gamma	1:Experimental evidence at protein level	41.41	1.0000	0.9990	15	1	15	55	2	55	     0	     0	     0	3C(57.0214), 3M(15.9949), 5M(15.9949)		
tr|A2AUD5|A2AUD5_MOUSE	A2AUD5	A2AUD5_MOUSE	Tpd52l2	229	Mus musculus	Tumor protein D52-like 2	1:Experimental evidence at protein level	36.68	1.0000	0.9990	6	0	6	7	0	7	     0	     0	     0			
tr|A2CEK3|A2CEK3_MOUSE	A2CEK3	A2CEK3_MOUSE	Pgm1	580	Mus musculus	Phosphoglucomutase 1	1:Experimental evidence at protein level	63.10	1.0000	0.9990	33	0	0	230	0	0	     0	     0	     0			
tr|A3KFU5|A3KFU5_MOUSE	A3KFU5	A3KFU5_MOUSE	Pabpc4	631	Mus musculus	Polyadenylate-binding protein	1:Experimental evidence at protein level	21.24	1.0000	0.9990	10	0	10	11	0	11	     0	     0	     0	15C(57.0214)		tr|A3KFU8|A3KFU8_MOUSE, tr|Q6PHQ9|Q6PHQ9_MOUSE, tr|Q91YZ8|Q91YZ8_MOUSE
tr|A6H644|A6H644_MOUSE	A6H644	A6H644_MOUSE	Ppp1r12b	992	Mus musculus	Protein phosphatase 1 regulatory subunit	1:Experimental evidence at protein level	21.37	1.0000	0.9990	15	1	14	17	1	16	     0	     0	     0			
tr|A6ZI46|A6ZI46_MOUSE	A6ZI46	A6ZI46_MOUSE	Aldoart1	419	Mus musculus	Fructose-bisphosphate aldolase	1:Experimental evidence at protein level	61.58	1.0000	0.9990	34	0	2	401	0	2	     0	     0	     0	4C(57.0214)		tr|Q9CPQ9|Q9CPQ9_MOUSE
tr|A6ZI47|A6ZI47_MOUSE	A6ZI47	A6ZI47_MOUSE	Aldoart2	364	Mus musculus	Fructose-bisphosphate aldolase	1:Experimental evidence at protein level	56.59	1.0000	0.9990	24	3	5	155	10	25	     0	     0	     0	10C(156.1151), 8H(156.1151)		
tr|A8DUK4|A8DUK4_MOUSE	A8DUK4	A8DUK4_MOUSE	Hbb-bs	147	Mus musculus	Beta-globin	1:Experimental evidence at protein level	95.24	1.0000	0.9990	17	3	17	216	13	216	     0	     0	     0	11C(57.0214), 11H(156.1151), 15M(15.9949), 5M(15.9949)		
tr|B0QZL1|B0QZL1_MOUSE	B0QZL1	B0QZL1_MOUSE	Eno1	221	Mus musculus	phosphopyruvate hydratase (Fragment)	1:Experimental evidence at protein level	74.66	1.0000	0.9990	13	1	1	171	4	4	     0	     0	     0	11C(57.0214)		
tr|B1AR69|B1AR69_MOUSE	B1AR69	B1AR69_MOUSE	Myh13	1938	Mus musculus	Myosin, heavy polypeptide 13, skeletal muscle	1:Experimental evidence at protein level	19.87	1.0000	0.9990	47	1	1	146	3	3	     0	     0	     0	1M(15.9949)		
tr|B1ARR7|B1ARR7_MOUSE	B1ARR7	B1ARR7_MOUSE	Eno1	119	Mus musculus	Enolase 1, alpha non-neuron (Fragment)	1:Experimental evidence at protein level	57.14	1.0000	0.9951	7	0	0	60	0	0	     0	     0	     0			
tr|B1B1A8|B1B1A8_MOUSE	B1B1A8	B1B1A8_MOUSE	Mylk	1950	Mus musculus	Myosin light chain kinase, smooth muscle	1:Experimental evidence at protein level	0.41	1.0000	0.9982	1	0	0	1	0	0	     0	     0	     0			
tr|B2RPU8|B2RPU8_MOUSE	B2RPU8	B2RPU8_MOUSE	Zbed5	756	Mus musculus	Coiled-coil-helix-coiled-coil-helix domain containing 2-like	1:Experimental evidence at protein level	1.72	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0	5C(57.0214)		
tr|B7ZNL3|B7ZNL3_MOUSE	B7ZNL3	B7ZNL3_MOUSE	Tpm1	284	Mus musculus	Tpm1 protein	1:Experimental evidence at protein level	52.82	1.0000	0.9990	26	0	0	78	0	0	     0	     0	     0			
tr|D3YVS1|D3YVS1_MOUSE	D3YVS1	D3YVS1_MOUSE	Smtn	436	Mus musculus	Smoothelin	1:Experimental evidence at protein level	12.61	1.0000	0.9990	3	1	3	6	4	6	     0	     0	     0			
tr|D3YWT1|D3YWT1_MOUSE	D3YWT1	D3YWT1_MOUSE	Hnrnph3	331	Mus musculus	Heterogeneous nuclear ribonucleoprotein H3	1:Experimental evidence at protein level	18.73	1.0000	0.9990	4	0	4	5	0	5	     0	     0	     0	22M(15.9949)		tr|D3Z3N4|D3Z3N4_MOUSE
tr|D3YXZ3|D3YXZ3_MOUSE	D3YXZ3	D3YXZ3_MOUSE	Klc2	617	Mus musculus	Kinesin light chain	1:Experimental evidence at protein level	9.08	1.0000	0.9990	4	0	4	5	0	5	     0	     0	     0	8C(57.0214)		tr|Q91YS4|Q91YS4_MOUSE
tr|D3YZZ5|D3YZZ5_MOUSE	D3YZZ5	D3YZZ5_MOUSE	Tmed7	224	Mus musculus	Transmembrane p24 trafficking protein 7	1:Experimental evidence at protein level	18.75	1.0000	0.9990	3	0	3	3	0	3	     0	     0	     0	11C(57.0214), 2C(57.0214)		tr|E9Q7G1|E9Q7G1_MOUSE
tr|D3Z3G6|D3Z3G6_MOUSE	D3Z3G6	D3Z3G6_MOUSE	Mapk3	380	Mus musculus	Mitogen-activated protein kinase	1:Experimental evidence at protein level	12.37	1.0000	0.9990	4	0	0	8	0	0	     0	     0	     0			
tr|D3Z3T5|D3Z3T5_MOUSE	D3Z3T5	D3Z3T5_MOUSE	Pcyt1a	265	Mus musculus	choline-phosphate cytidylyltransferase	1:Experimental evidence at protein level	5.66	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
tr|D3Z4B2|D3Z4B2_MOUSE	D3Z4B2	D3Z4B2_MOUSE	Napg	353	Mus musculus	N-ethylmaleimide sensitive fusion protein attachment protein gamma (Fragment)	1:Experimental evidence at protein level	17.28	1.0000	0.9990	5	0	5	5	0	5	     0	     0	     0			
tr|D3Z5G7|D3Z5G7_MOUSE	D3Z5G7	D3Z5G7_MOUSE	Ces1b	567	Mus musculus	Carboxylic ester hydrolase	1:Experimental evidence at protein level	10.76	1.0000	0.9990	6	0	0	9	0	0	     0	     0	     0			
tr|D3Z645|D3Z645_MOUSE	D3Z645	D3Z645_MOUSE	Vps29	144	Mus musculus	Vacuolar protein sorting-associated protein 29	1:Experimental evidence at protein level	30.56	1.0000	0.9990	4	0	4	6	0	6	     0	     0	     0	11C(57.0214), 6C(57.0214)		
tr|D3Z7X0|D3Z7X0_MOUSE	D3Z7X0	D3Z7X0_MOUSE	Acad12	555	Mus musculus	Acyl-Coenzyme A dehydrogenase family, member 12	1:Experimental evidence at protein level	20.90	1.0000	0.9990	9	2	9	12	3	12	     0	     0	     0	1M(15.9949)		
tr|E9PVD2|E9PVD2_MOUSE	E9PVD2	E9PVD2_MOUSE	Itih4	941	Mus musculus	Inter alpha-trypsin inhibitor, heavy chain 4	1:Experimental evidence at protein level	10.52	1.0000	0.9990	7	0	0	11	0	0	     0	     0	     0			
tr|E9PWQ3|E9PWQ3_MOUSE	E9PWQ3	E9PWQ3_MOUSE	Col6a3	3284	Mus musculus	Collagen, type VI, alpha 3	1:Experimental evidence at protein level	13.58	1.0000	0.9990	31	0	31	40	0	40	     0	     0	     0			
tr|E9PY39|E9PY39_MOUSE	E9PY39	E9PY39_MOUSE	Gm20431	371	Mus musculus	Predicted gene 20431	3:Protein inferred from homology	22.64	1.0000	0.9990	7	0	7	13	0	13	     0	     0	     0	3M(15.9949)		
tr|E9PYJ9|E9PYJ9_MOUSE	E9PYJ9	E9PYJ9_MOUSE	Ldb3	679	Mus musculus	LIM domain binding 3	1:Experimental evidence at protein level	48.45	1.0000	0.9990	26	1	13	223	13	64	     0	     0	     0	10C(57.0214), 12C(57.0214), 17C(57.0214), 1C(57.0214), 21M(15.9949), 4C(57.0214), 6M(15.9949), 7C(57.0214), 9C(57.0214)		
tr|E9PZ00|E9PZ00_MOUSE	E9PZ00	E9PZ00_MOUSE	Psap	551	Mus musculus	Prosaposin	1:Experimental evidence at protein level	5.63	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	10C(57.0214), 17M(15.9949), 2C(57.0214)		tr|Q8BFQ1|Q8BFQ1_MOUSE
tr|E9PZF0|E9PZF0_MOUSE	E9PZF0	E9PZF0_MOUSE	Gm20390	267	Mus musculus	Nucleoside diphosphate kinase	3:Protein inferred from homology	80.15	1.0000	0.9990	17	0	11	100	0	59	     0	     0	     0	10M(15.9949), 2C(57.0214), 2M(15.9949)		
tr|E9Q1Q9|E9Q1Q9_MOUSE	E9Q1Q9	E9Q1Q9_MOUSE	Khk	343	Mus musculus	Ketohexokinase	1:Experimental evidence at protein level	8.45	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	8C(57.0214)		
tr|E9Q509|E9Q509_MOUSE	E9Q509	E9Q509_MOUSE	Pklr	543	Mus musculus	Pyruvate kinase	1:Experimental evidence at protein level	10.68	1.0000	0.9990	4	0	2	9	0	4	     0	     0	     0	16C(57.0214)		tr|G3X925|G3X925_MOUSE
tr|E9Q586|E9Q586_MOUSE	E9Q586	E9Q586_MOUSE	Dctn1	1239	Mus musculus	Dynactin subunit 1	1:Experimental evidence at protein level	6.38	1.0000	0.9990	5	0	5	5	0	5	     0	     0	     0	16C(57.0214)		
tr|E9Q616|E9Q616_MOUSE	E9Q616	E9Q616_MOUSE	Ahnak	5656	Mus musculus	AHNAK nucleoprotein (desmoyokin)	1:Experimental evidence at protein level	29.63	1.0000	0.9990	44	35	44	57	43	57	     0	     0	     0	3M(15.9949)		
tr|E9Q800|E9Q800_MOUSE	E9Q800	E9Q800_MOUSE	Immt	679	Mus musculus	MICOS complex subunit MIC60	1:Experimental evidence at protein level	73.20	1.0000	0.9990	52	0	52	138	0	138	     0	     0	     0	3C(57.0214), 3M(15.9949), 4M(15.9949), 6M(15.9949), 8C(57.0214)		
tr|E9QA15|E9QA15_MOUSE	E9QA15	E9QA15_MOUSE	Cald1	768	Mus musculus	Caldesmon 1	1:Experimental evidence at protein level	21.09	1.0000	0.9984	14	0	2	15	0	2	     0	     0	     0			
tr|E9QLJ0|E9QLJ0_MOUSE	E9QLJ0	E9QLJ0_MOUSE	Cmya5	3676	Mus musculus	Cardiomyopathy associated 5	1:Experimental evidence at protein level	4.35	1.0000	0.9990	9	1	9	11	1	11	     0	     0	     0			
tr|E9QP49|E9QP49_MOUSE	E9QP49	E9QP49_MOUSE	Ehbp1l1	1718	Mus musculus	EH domain binding protein 1-like 1	1:Experimental evidence at protein level	0.99	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
tr|E9QPD7|E9QPD7_MOUSE	E9QPD7	E9QPD7_MOUSE	Pcx	1179	Mus musculus	Pyruvate carboxylase	1:Experimental evidence at protein level	11.96	1.0000	0.9990	10	0	10	14	0	14	     0	     0	     0	7C(57.0214)		tr|G5E8R3|G5E8R3_MOUSE
tr|F6WHQ7|F6WHQ7_MOUSE	F6WHQ7	F6WHQ7_MOUSE	Gstm1	194	Mus musculus	Glutathione S-transferase, mu 1 (Fragment)	1:Experimental evidence at protein level	50.00	1.0000	0.9960	11	0	0	31	0	0	     0	     0	     0			
tr|F6X9B6|F6X9B6_MOUSE	F6X9B6	F6X9B6_MOUSE	Neb	768	Mus musculus	Nebulin (Fragment)	1:Experimental evidence at protein level	37.50	1.0000	0.9990	25	0	0	40	0	0	     0	     0	     0			
tr|F7AI87|F7AI87_MOUSE	F7AI87	F7AI87_MOUSE	Psmd4	194	Mus musculus	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 (Fragment)	1:Experimental evidence at protein level	20.62	1.0000	0.9990	2	0	1	3	0	2	     0	     0	     0			
tr|F7DBQ0|F7DBQ0_MOUSE	F7DBQ0	F7DBQ0_MOUSE	Pdia6	440	Mus musculus	Protein disulfide-isomerase A6	1:Experimental evidence at protein level	15.91	1.0000	0.9990	5	0	5	8	0	8	     0	     0	     0			tr|Q3TML0|Q3TML0_MOUSE
tr|F8VPN4|F8VPN4_MOUSE	F8VPN4	F8VPN4_MOUSE	Agl	1532	Mus musculus	Glycogen debranching enzyme	1:Experimental evidence at protein level	6.66	1.0000	0.9990	7	0	7	12	0	12	     0	     0	     0	12C(57.0214), 2C(57.0214)		
tr|F8WIA1|F8WIA1_MOUSE	F8WIA1	F8WIA1_MOUSE	Clip1	1437	Mus musculus	CAP-GLY domain containing linker protein 1	1:Experimental evidence at protein level	25.40	1.0000	0.9990	28	0	28	39	0	39	     0	     0	     0	8C(57.0214)		
tr|F8WIS9|F8WIS9_MOUSE	F8WIS9	F8WIS9_MOUSE	Camk2a	489	Mus musculus	calcium/calmodulin-dependent protein kinase	1:Experimental evidence at protein level	24.34	1.0000	0.9990	7	0	7	14	0	14	     0	     0	     0	2C(57.0214)		
tr|F8WIT2|F8WIT2_MOUSE	F8WIT2	F8WIT2_MOUSE	Anxa6	667	Mus musculus	Annexin	1:Experimental evidence at protein level	74.21	1.0000	0.9990	52	1	1	147	2	2	     0	     0	     0			
